Cluster,Open,High,Low,Vol.,Daily Range
0,415.5776,419.9794,409.4586,28780600.0,10.520800000000003
1,424.03272727272724,426.9072727272727,420.99587878787884,17743939.393939395,5.91139393939394
2,381.36611111111114,384.11027777777775,378.61833333333334,24352500.0,5.49194444444445
